,original_title,genres,vote_average,category
43730,Monster High: Freaky Fusion,Animation,6.7,Good
43731,Monster High: Friday Night Frights,"Animation, Family",6,Good
43732,"Monster High: Frights, Camera, Action!","Family, Animation, Fantasy",6.4,Good
43733,Monster High: Escape from Skull Shores,"Animation, Family, Fantasy",6.3,Good
43734,Monster High: Why Do Ghouls Fall in Love?,"Fantasy, Animation",5.9,Good
43735,Monster High: Ghouls Rule,"Animation, Family",6.6,Good
43736,快手枪手快枪手,"Comedy, Mystery, Action, Romance, Adventure",7,Good
43738,Dans les forêts de Sibérie,"Drama, Adventure",7.3,Good
43739,ラブデス,"Action, Thriller",7,Good
43740,Khun krabii hiiroh,"Action, Comedy, Fantasy, Horror",5.7,Good
43741,"Wax, or the Discovery of Television Among the Bees","Documentary, Science Fiction",3.05,Bad
43742,"In the Meantime, Darling","Comedy, War",5,Good
43743,Spider-Plant Man,Comedy,5.5,Good
43744,You Were Meant for Me,Music,6,Good
43745,Patti Cake$,Drama,6.9,Good
43746,Ed Gein,"Crime, Drama, Horror, Thriller",4.8,Bad
43747,A Letter for Evie,"Romance, Comedy",7,Good
43748,Сон смешного человека,Animation,6.2,Good
43750,Диалоги,,8,Very Good
43751,Mondscheintarif,Comedy,5,Good
43752,Urok literatury,"Comedy, Drama",7,Good
43753,23 Blast,Drama,6.1,Good
43754,Нелюбовь,Drama,7.8,Good
43755,Dig Two Graves,"Mystery, Thriller, Fantasy",5.3,Good
43756,Vor der Morgenröte,"Drama, History",7.3,Good
43758,Wołyń,"War, Drama, History",7.8,Good
43759,Мамы,"Comedy, Drama",5.1,Good
43760,Vampire,"Drama, Horror, Thriller",5.3,Good
43761,Vysota,"Romance, Drama, Comedy",7.3,Good
43762,Desirable,"Romance, Drama",6,Good
43763,Dolly Parton's Christmas of Many Colors: Circle of Love,"Drama, Family",6.2,Good
43764,Dr. Monica,Drama,6,Good
43766,The Lost World,"Adventure, Fantasy, Science Fiction",6.6,Good
43767,Journey Back to Christmas,"TV Movie, Drama",5.6,Good
43768,СуперБобровы,Comedy,6.1,Good
43771,Make Way For A Lady,Comedy,5,Good
43772,Moonlight in Vermont,"Romance, TV Movie",7.3,Good
43773,Rafter Romance,"Comedy, Romance",6.5,Good
43774,Ramona,"Drama, Romance",6,Good
43775,The Seven Year Hitch,"Comedy, Romance",5.2,Good
43777,Carmencita,Documentary,4.9,Bad
43778,Handsome: A Netflix Mystery Movie,Comedy,5.7,Good
43779,Batman & Bill,Documentary,7.7,Good
43780,Conversations with God,Drama,6.5,Good
43781,Atelier Fontana - Le sorelle della moda,Drama,6,Good
43783,A Billion Lives,Documentary,9.05,Very Good
43784,Ofitsery,"Drama, Romance",7.4,Good
43785,Vsyo Vklyucheno 2,Comedy,3.9,Bad
43786,Sagan,Drama,5.4,Good
43787,Подарок с характером,"Comedy, Family",6.3,Good
43788,Смешанные чувства,Comedy,3.3,Bad
43789,Scandal: Sex@students.edu,,4,Bad
43790,8 новых свиданий,"Romance, Comedy",6.4,Good
43791,А зори здесь тихие...,"Drama, War",6.5,Good
43792,Het Bombardement,"Romance, Drama, War",4.6,Bad
43793,Мужики!,Drama,5.1,Good
43794,Respublika ShKID,"Family, Comedy",6.4,Good
43795,El mal ajeno,"Thriller, Drama",5.8,Good
43796,Kuryer na Vostok,Action,6,Good
43797,"Высоцкий. Спасибо, что живой",Drama,5.9,Good
43798,神さまの言うとおり,"Thriller, Horror",7.1,Good
43799,"Ashley Madison: Sex, Lies and Cyber Attacks",Documentary,5.7,Good
43800,Walking Tall: Lone Justice,"Action, Thriller, Crime, Drama",5.2,Good
43801,Sea Wolf,,4.9,Bad
43802,The Comedian,Comedy,5.6,Good
43803,Monolith,"Drama, Thriller",6.1,Good
43804,After the Reality,"Comedy, Drama, Family",6,Good
43805,Yi lu shun feng,"Drama, Crime, Comedy, Thriller",6.3,Good
43806,Dark Exorcism,Horror,4.4,Bad
43807,Dusk,"Drama, Thriller",5.9,Good
43808,Dark Heart AKA Wagstaffe,"Drama, Crime",6,Good
43809,The Axe Murders of Villisca,Horror,4.9,Bad
43810,Еще один год,Drama,6.7,Good
43811,Петербург. Только по любви,"Drama, Romance, Comedy",7.7,Good
43812,Пионеры-герои,Drama,8,Very Good
43813,Dva Dnya,"Romance, Drama",5,Good
43816,Anlat Istanbul,Drama,8.5,Very Good
43818,Back to You and Me,"Drama, Romance",3.05,Bad
43819,The Shocking Miss Pilgrim,"Comedy, Music, Romance",6.3,Good
43820,Blackout,Documentary,6.7,Good
43821,Женщины против мужчин,Comedy,4.5,Bad
43822,Любовь в большом городе  3,Comedy,4.4,Bad
43823,"King, Queen, Knave","Comedy, Mystery",5,Good
43824,Les Aventuriers,"Romance, Adventure, Drama",6.4,Good
43825,Господин оформитель,"Drama, Fantasy, Mystery",4.5,Bad
43826,Долгая счастливая жизнь,Drama,6.3,Good
43827,Сумасшедшая помощь,"Comedy, Foreign",4.8,Bad
43828,Коля - перекати поле,"Comedy, Drama",6.2,Good
43829,Облако-рай,"Comedy, Drama",5.9,Good
43830,Zlatovláska,"Adventure, Family, Fantasy, Romance",6,Good
43831,Trois huit,,7,Good
43832,Touch and Go,"Drama, Romance",7.1,Good
43833,La stratégie de la poussette,Comedy,5.4,Good
43834,The Year of Getting to Know Us,"Comedy, Drama",4.4,Bad
43835,Sucker,Comedy,5.8,Good
43836,Totally Blonde,Comedy,4.3,Bad
43837,Snow,"Comedy, Family",6.9,Good
43838,Wild Roomies,"Comedy, Drama, Romance",5.3,Good
43839,Wingman Inc.,"Romance, Comedy",3.8,Bad
43840,Weekend Pass,Comedy,4,Bad
43841,Under New Management,"Drama, Action, Comedy, Thriller, Crime, Romance",6,Good
43842,Still Not Quite Human,,5.2,Good
43843,Take Away,"Comedy, Family",5.2,Good
43844,The Yankles,Comedy,7,Good
43845,Somebody's Hero,"Comedy, Family, Romance",6.1,Good
43846,Der geteilte Himmel,"Drama, Romance",6.3,Good
43847,Waltzing Anna,"Drama, Comedy",7,Good
43848,Triumph's Summer Election Special 2016,"Comedy, Documentary",8.5,Very Good
43849,Subdivision,"Drama, Comedy",6.3,Good
43850,Saved by the Bell: Hawaiian Style,Comedy,5.2,Good
43851,Project: ALF,"Comedy, Family, Science Fiction",5.1,Good
43852,Ski School 2,Comedy,4.7,Bad
43853,School for Seduction,"Comedy, Drama, Romance",6,Good
43854,School Of Life,"Comedy, Drama, Family",6.1,Good
43855,Puck Hogs,Comedy,4.5,Bad
43856,The Princess & the Marine,"Drama, Romance",5.9,Good
43857,Plain Clothes,"Comedy, Thriller, Mystery, Romance",7.6,Good
43858,Popcorn,"Comedy, Horror",5.5,Good
43859,The Prime Gig,"Drama, Romance",5.6,Good
43860,Pretty Cool Too,Comedy,4.8,Bad
43861,Shut Up and Kiss Me!,"Action, Romance, Comedy",4.3,Bad
43862,Second String,"TV Movie, Comedy, Drama",7,Good
43863,Secret Santa,"TV Movie, Family, Romance",5.1,Good
43864,Short Track,"Action, Drama",6.5,Good
43865,Reverse Runner,,5.4,Good
43866,Not Quite Human,"Comedy, Family, Science Fiction",5.3,Good
43867,Nearing Grace,"Drama, Romance",5.5,Good
43868,One Last Thing...,"Comedy, Crime, Drama",5.9,Good
43869,The Night Before,Comedy,7.4,Good
43870,The Matrix Revisited,Documentary,6.7,Good
43871,Love at First Hiccup,"Comedy, Romance",5.4,Good
43872,Love Hurts,"Comedy, Romance",5.3,Good
43873,Miracle Beach,"Fantasy, Comedy, Science Fiction, Romance",5.6,Good
43874,Love and Mary,"Comedy, Romance",5.3,Good
43875,Once a Thief,"Action, Crime, Thriller",4.8,Bad
43876,Meant To Be,"Comedy, Romance",4.4,Bad
43877,Man Maid,"Comedy, Romance",7,Good
43878,Perfect Opposites,"Comedy, Drama, Romance",4.8,Bad
43879,Michel Vaillant,"Action, Drama",5.1,Good
43880,Looking for Kitty,"Comedy, Drama",4.9,Bad
43881,Not Quite Human II,,7.1,Good
43882,Meet The Santas,"Family, Comedy, Fantasy",4.2,Bad
43883,Nature of the Beast,"Comedy, Horror, Romance, Thriller",5.3,Good
43884,Outside Sales,"Comedy, Romance",8,Very Good
43885,Oesje!,,7.5,Good
43886,The High Schooler's Guide to College Parties,Comedy,5,Good
43887,George of the Jungle 2,"Adventure, Comedy, Family",3.9,Bad
43888,Last Call,Comedy,3.7,Bad
43889,Laid in America,Comedy,6.2,Good
43890,Growing Op,"Comedy, Drama, Romance",6.5,Good
43891,Reel Love,"Drama, Comedy, Romance",5.1,Good
43892,The In Crowd,"Drama, Music, Romance",5.3,Good
43893,Late Last Night,,3.5,Bad
43894,Heavy Petting,"Comedy, Romance",3.8,Bad
43895,Giving It Up,"Comedy, Romance",4.4,Bad
43896,Family Ties Vacation,"Comedy, Family",4.7,Bad
43897,Knots,"Comedy, Romance",5,Good
43898,General Education,Comedy,4.5,Bad
43899,Fast Girl,"Drama, Family",4,Bad
43900,Justin Time,"Adventure, Fantasy, Action, Science Fiction, Family",7,Good
43901,Shooting Star,"Comedy, Romance",5.2,Good
43902,Large,Comedy,6,Good
43903,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,Comedy,8.4,Very Good
43904,The Last Man on Earth,"Science Fiction, Comedy, Romance",7,Good
43905,Hector,Comedy,7.6,Good
43906,Knight Rider,,5.6,Good
43907,Cheats,"Comedy, Family",5.6,Good
43908,Cowboys & Angels,"Comedy, Drama, Foreign",5.9,Good
43909,The Dukes of Hazzard: The Beginning,"Action, Adventure, Comedy",4.8,Bad
43910,Drumline: A New Beat,"Music, Comedy, Drama",5.8,Good
43911,Casual Encounters,Comedy,4,Bad
43912,Coming & Going,"Comedy, Romance",6.5,Good
43913,Costa Rican Summer,Comedy,4,Bad
43914,Chris Rock: Never Scared,Comedy,7.8,Good
43915,Dolphins,"Action, Drama",4.2,Bad
43916,Christmas Mail,"Comedy, Family",5,Good
43917,Demolition University,"Action, Thriller",5.3,Good
43918,Crystal Heart,"Drama, Music, Romance",7,Good
43919,Amors Baller,Comedy,5.3,Good
43920,Breakfast With Jonny Wilkinson,Comedy,6.3,Good
43921,Deal of a Lifetime,"Fantasy, Drama, Comedy, Science Fiction, Romance, Family",7.7,Good
43922,Counterstrike,"Action, Adventure, Thriller, Drama",5.5,Good
43923,Counting Backwards,Romance,7,Good
43924,Before You Say 'I Do',"Comedy, Romance, Drama, Fantasy, TV Movie",5.2,Good
43925,A la mala,Comedy,7,Good
43926,Alchemy,"Comedy, Romance",5.3,Good
43927,Backwards,Drama,6.1,Good
43928,Abel's Field,Drama,6.8,Good
43929,Bank$tas,Comedy,5.8,Good
43930,A Heartbeat Away,Comedy,4.6,Bad
43931,A Bela e o Paparazzo,"Comedy, Romance",6.9,Good
43932,Párpados azules,"Drama, Foreign, Romance",5.9,Good
43933,Abel,"Drama, Comedy",6.7,Good
43937,My Honor Was Loyalty,"Drama, War",4.3,Bad
43938,Tamala 2010: A Punk Cat in Space,"Animation, Comedy, Science Fiction",7.6,Good
43939,The Saddest Boy in the World,"Drama, Foreign",5.9,Good
43940,Skazka o Poteryannom Vremeni,"Fantasy, Comedy, Family",6.3,Good
43941,Кентервильское привидение,Animation,4.5,Bad
43942,Čarodějův učeň,"Animation, Drama",7.4,Good
43943,Les fantômes d'Ismaël,"Drama, Romance, Thriller",5.5,Good
43944,Бой с тенью 2: Реванш,Action,5.6,Good
43945,22 Minuty,"Crime, Action",5.1,Good
43947,Призрак,"Family, Comedy",6,Good
43948,Единичка,"War, Drama",6,Good
43949,Семь кабинок,,4.5,Bad
43950,Lille Mand,Comedy,6.3,Good
43951,Статский советник,"Action, Crime, Drama, Mystery",5.6,Good
43952,Тёмный мир: Равновесие,"Adventure, Fantasy",4.1,Bad
43953,The Hunter's Prayer,"Action, Thriller",5.5,Good
43954,Legok na Pomine,"Comedy, Science Fiction",3.9,Bad
43955,Alive in Joburg,Science Fiction,7,Good
43956,Spielzeugland,"Drama, War",6.4,Good
43957,Ostrov Vezeniya,"Comedy, Adventure",4.5,Bad
43958,Bodywork,,6,Good
43959,Mest',Drama,5.6,Good
43961,Il a déjà tes yeux,Comedy,6.3,Good
43964,Beatriz at Dinner,"Comedy, Drama",6.3,Good
43965,Red Hollywood,,5,Good
43966,The Black Room,Horror,3.8,Bad
43967,Get Me Roger Stone,Documentary,7.3,Good
43968,AfterDeath,"Horror, Mystery, Thriller",4.1,Bad
43969,Большой,,6.4,Good
43970,Через тернии к звёздам,Science Fiction,5,Good
43971,Rock n' Roll Nerd,"Comedy, Music, Documentary",6.1,Good
43972,Bangkok Hilton,Drama,6.3,Good
43973,Аленький цветочек,"Animation, Fantasy",5.4,Good
43974,Tail Gunner Joe,"TV Movie, Drama",5,Good
43975,Life Cycles,Documentary,8.8,Very Good
43976,Kiss at Pine Lake,"TV Movie, Romance",6.3,Good
43977,C.K. Dezerterzy,"War, Comedy",9,Very Good
43978,Perth: The Geylang Massacre,"Drama, Action, Foreign",4,Bad
43979,Paris à tout prix,Comedy,6.3,Good
43980,День полнолуния,Drama,5,Good
43981,Casper: A Spirited Beginning,"Comedy, Family",5,Good
43982,Trece campanadas,"Horror, Thriller",6,Good
43983,Mia et le Migou,"Animation, Family, Foreign",5.9,Good
43984,T2 3-D: Battle Across Time,,7,Good
43985,Совершенно серьезно,,7,Good
43986,Белый Бим Чёрное ухо,Drama,6.9,Good
43987,Мужчина с гарантией,"Comedy, Romance",6.7,Good
43988,8 Pervykh Svidaniy,Comedy,7.3,Good
43989,Камень,Thriller,4.5,Bad
43990,Coursier,"Comedy, Action, Crime",4.6,Bad
43991,Payback: Straight Up,"Action, Crime, Drama",6.8,Good
43992,Ne Nado Pechalitsya,Comedy,5.9,Good
43993,Na Igre 2. Novyy Uroven,"Action, Science Fiction",5.1,Good
43994,My Iz Budushchego 2,"War, Fantasy, Action, Drama",5.2,Good
43995,World Builder,,7,Good
43996,Любовь-морковь 2,"Comedy, Fantasy",3.9,Bad
43997,Lyubov V Bolshom Gorode 2,"Comedy, Romance",5.9,Good
43998,Запрещeнная реальность,"Thriller, Science Fiction, Action",4.4,Bad
43999,Na Igre,"Action, Science Fiction",6,Good
44000,Du shen,"Action, Comedy, Drama",6.6,Good
44001,Sea Monsters: A Prehistoric Adventure,Documentary,6.1,Good
44002,Nightmare City 2035,Science Fiction,4.5,Bad
44003,Каникулы строгого режима,"Comedy, Action",6.4,Good
44004,Boone: The Bounty Hunter,Action,6.3,Good
44005,Pitbull. Niebezpieczne kobiety,"Action, Crime, Drama",6.3,Good
44006,Psy,Action,8.4,Very Good
44007,Psy II: Ostatnia krew,Action,8,Very Good
44008,Demony wojny według Goi,"Drama, War",6.5,Good
44009,Despicable Me 3,"Action, Animation, Adventure, Family, Comedy",6.2,Good
44010,Ostatnia rodzina,Drama,7.4,Good
44011,Karbala,"War, Drama",5.2,Good
44012,Lucifer,Drama,5.8,Good
44018,La Salamandre,"Drama, Comedy",7.4,Good
44019,Bachelor Games,"Action, Comedy, Adventure, Thriller, Horror",5.3,Good
44020,We Are X,"Music, Documentary",6.5,Good
44021,Rock Dog,"Adventure, Animation, Comedy, Family, Music",5.8,Good
44022,Юленька,"Thriller, Drama, Horror",5,Good
44023,Падал прошлогодний снег,"Animation, Comedy, Family, Fantasy",6.4,Good
44024,Nevalyashka,"Comedy, Action",7.4,Good
44025,Den' D,Action,5.8,Good
44026,Следствие ведут Колобки,Animation,6.3,Good
44027,Карлсон вернулся,"Adventure, Animation, Family",6.9,Good
44028,Каникулы в Простоквашино,Animation,5.4,Good
44029,Зима в Простоквашино,Animation,5.8,Good
44030,The Godfather Trilogy: 1972-1990,,8.8,Very Good
44031,Особенности национальной охоты в зимний период,Comedy,6.1,Good
44032,Les Anges gardiens,"Action, Comedy, Thriller, Crime",6,Good
44033,Priklyucheniya Buratino,"Family, Adventure, Animation, Fantasy",4.4,Bad
44035,The Levelling,Drama,5.9,Good
44037,Ludo,Horror,6,Good
44038,茉莉花开,"Drama, Family, Romance",8.1,Very Good
44039,The Saga of Biorn,"Animation, Comedy",6.3,Good
44040,The New Tenants,,6.6,Good
44041,Le noeud cravate,Animation,6.7,Good
44042,Tracktown,Drama,4.5,Bad
44043,Никто не знает про секс,Comedy,4,Bad
44044,"На Дерибасовской хорошая погода, или На Брайтон Бич опять идут дожди","Crime, Comedy, Action",5,Good
44045,"Zdravstvuyte, Ya Vasha Tyotya!",Comedy,7.4,Good
44046,아들,,7,Good
44047,PiCNiC,"Foreign, Drama, Fantasy",6.2,Good
44048,Simon's Cat,,7,Good
44049,Mythbusters Holiday Special,,7.5,Good
44050,リトル・フォレスト 夏・秋,Drama,8.3,Very Good
44051,Приключения капитана Врунгеля,"Animation, Comedy, Adventure, Action",7.6,Good
44052,S@motnosc w sieci,"Drama, Romance",4,Bad
44053,Arès,"Drama, Thriller, Science Fiction",6.5,Good
44054,Gli amori di Ercole,"Adventure, Fantasy",4.2,Bad
44055,S&Man,Horror,4.9,Bad
44056,Adopte un veuf,Comedy,6.3,Good
44058,劇場版BLEACH The DiamondDust Rebellion もう一つの氷輪丸,"Action, Animation, Adventure, Drama",6.5,Good
44059,Reconversão,Documentary,5,Good
44060,Wolf Hall,,8.2,Very Good
44061,King Charles III,Drama,6.8,Good
44062,Igra v Pravdu,"Comedy, Drama",5.2,Good
44063,Karlsson på taket,"Family, Animation",3.3,Bad
44064,Ворошиловский стрелок,"Drama, Action, Crime",6.9,Good
44065,Supermassive Black Holes,Documentary,7,Good
44066,Ot 180 i Vyshe,"Comedy, Romance",3.2,Bad
44067,Антикиллер 2: Антитеррор,,4,Bad
44068,ЖАRА,"Comedy, Romance",3.2,Bad
44069,Мужской сезон: Бархатная революция,"Action, Crime, Drama",4.1,Bad
44070,The Jack Bull,"TV Movie, Action, Drama, Western",6.5,Good
44071,Too Young to Die?,"Crime, Drama",5.2,Good
44072,Sexy boys,Comedy,4.5,Bad
44073,Marsh-Brosok,"Action, Drama, Romance",5,Good
44074,Comrades in Arms,"Adventure, Action",3.5,Bad
44075,Obnazhennaya Natura,"Romance, Drama",6,Good
44076,Space Station 3D,Documentary,6.1,Good
44077,The Dovekeepers,Drama,4.3,Bad
44078,Mommy Dead and Dearest,Documentary,7.2,Good
44080,Andersonville,"War, Drama",6.3,Good
44081,Tickling Giants,Documentary,8.2,Very Good
44082,More Than a Secretary,"Comedy, Romance",6.5,Good
44083,Dead Awake,"Horror, Thriller",5.3,Good
44084,Антикиллер Д.К.: Любовь без памяти,"Mystery, Action",4.6,Bad
44085,Живи и помни,"Drama, War",4.3,Bad
44086,Платон,Drama,4.8,Bad
44087,Особенности национальной подледной ловли или Отрыв по полной,Comedy,5.7,Good
44088,Notre Dame de Paris,"History, Music, Drama, Romance",8,Very Good
44089,Polar Opposites,Action,3.05,Bad
44090,Assassin's Creed: Lineage,"Action, Drama, History",6.6,Good
44091,The Secret Life of Chaos,Documentary,6.5,Good
44092,Шпион,"Action, Thriller",4.6,Bad
44093,Билет на Vegas,"Adventure, Comedy",3.9,Bad
44094,Portal: No Escape,"Action, Science Fiction",7,Good
44095,Cancel Christmas,"Family, Fantasy",5.3,Good
44096,Dubler,Comedy,4.6,Bad
44097,The Private Life of Plants,Documentary,8.1,Very Good
44098,Игра на выбывание,,6,Good
44099,Caraibi,"Action, Adventure",6.1,Good
44100,Бумер. Фильм второй,"Action, Crime",5.9,Good
44101,Geniy,"Drama, Comedy, Crime",5.7,Good
44102,"Zdravstvuyte, My Vasha Krysha!",Comedy,6,Good
44103,Mechenosets,"Action, Romance, Thriller, Science Fiction",5.6,Good
44104,Obratnyy Otschet,"Action, Thriller",5.3,Good
44105,Особенности национальной политики,Comedy,4.1,Bad
44106,Corps à corps,Thriller,7,Good
44107,Патриотическая комедия,"Comedy, Drama",4,Bad
44108,Le Boulet,Comedy,6.3,Good
44109,Priklyucheniya Elektronika,"Family, Science Fiction, Adventure",4.6,Bad
44110,Даже не думай,"Comedy, Crime",4.8,Bad
44112,Muzhskaya kompaniya,"Drama, Action",7,Good
44113,Drive,"Action, Adventure, Science Fiction, Comedy",6.6,Good
44114,Bella Mafia,"Drama, Crime",6,Good
44115,А поутру они проснулись,"Drama, Comedy",4.5,Bad
44116,Львиная доля,,4,Bad
44117,Paragraf 78 - Film Pervyy,"Thriller, Action, Science Fiction",6.3,Good
44118,Nulevoy Kilometr,"Action, Crime, Romance",4,Bad
44119,Любовь-морковь,"Comedy, Fantasy",3.6,Bad
44120,Каменная башка,"Action, Drama",4,Bad
44121,Вовка в Тридевятом царстве,"Adventure, Animation, Family, Fantasy",4.9,Bad
44122,"Фильм, фильм, фильм","Comedy, Animation",6.1,Good
44124,"Мэри Поппинс, до свидания","Family, Fantasy",5.1,Good
44125,I blodet,Drama,6,Good
44126,Sage femme,"Comedy, Drama",6.2,Good
44127,Un petit boulot,"Action, Comedy",6.2,Good
44128,A Family Man,Drama,6.7,Good
44129,Paris Can Wait,"Drama, Romance",6.4,Good
44130,The Wizard of Lies,"Crime, Drama, History, TV Movie",6.6,Good
44132,Goryachie Novosti,"Action, Thriller, Crime, Drama",5.6,Good
44133,National Geographic: Journey to the Edge of the Universe,Documentary,7.2,Good
44134,Caravaggio,"Drama, History",7,Good
44135,Phenomenon II,"Drama, Science Fiction",5.7,Good
44136,Маугли. Похищение,"Adventure, Animation, Family",7.3,Good
44137,Другая сторона,Animation,5.5,Good
44138,Рэкетир,"Crime, Drama, Action",5,Good
44139,Сафо,"Drama, Romance",4.2,Bad
44140,Gitler kaput!,Comedy,3.6,Bad
44141,Nepobedimyy,Action,4.7,Bad
44142,Michou d'Auber,"Drama, Thriller",6.1,Good
44143,"Chelovek, kotoryy znal vsyo","Comedy, Science Fiction, Drama, Fantasy",6,Good
44144,Longitude,"TV Movie, Drama, History",7.3,Good
44145,The Black Hole,"Science Fiction, Thriller, TV Movie",3.4,Bad
44146,Potseluy Skvoz Stenu,"Comedy, Romance, Drama",4,Bad
44147,Заблудившийся,Thriller,3.05,Bad
44148,Поп,"Drama, History, War",5.7,Good
44149,Avatar: Creating the World of Pandora,Documentary,5.8,Good
44150,Good Intentions,Comedy,5,Good
44151,Путь к себе,Romance,7,Good
44152,Glukhar v kino,,5.9,Good
44153,Evil Angel,"Horror, Thriller",4.7,Bad
44154,Star Runners,"TV Movie, Horror, Science Fiction",5.2,Good
44155,Na Izmene,Comedy,6,Good
44156,Sluzhebnyy Roman. Nashe Vremya,"Comedy, Romance",4.1,Bad
44157,Бабло,"Action, Crime",6.8,Good
44158,Tikhaya Zastava,"Drama, Action, War",4.4,Bad
44159,"All inclusive, или Всё включено","Comedy, Romance",5,Good
44160,Kunskapens pris - balladen om den vilsne vandraren,"Music, Science Fiction",7,Good
44161,A Detective Story,"Science Fiction, Animation",7.2,Good
44162,Beyond,"Science Fiction, Animation",7.5,Good
44163,World Record,"Science Fiction, Animation",7.1,Good
44164,Final Flight of the Osiris,"Science Fiction, Action, Animation",7,Good
44165,Август. Восьмого,"Action, Drama",6,Good
44166,Tot yeshchyo Karloson!,"Comedy, Fantasy, Family",3.5,Bad
44167,Kid's Story,"Science Fiction, Animation",7.2,Good
44168,Program,"Science Fiction, Animation",6.9,Good
44169,Robotropolis,"Adventure, Action, Thriller, Science Fiction",3.3,Bad
44170,Соловей-Разбойник,"Action, Adventure, Comedy",5.8,Good
44171,วัยรุ่นพันล้าน,"Drama, Romance, Comedy",7.1,Good
44172,Dzhungli,"Comedy, Adventure, Romance",5.5,Good
44173,Ghost Recon: Alpha,"Action, Science Fiction, Thriller, War",7.5,Good
44174,Грозовые ворота,"Drama, History",6.8,Good
44175,Diversant,,4.4,Bad
44176,Idiot,TV Movie,7,Good
44177,The Infinite Worlds of H.G. Wells,"Drama, Science Fiction, Romance",7,Good
44178,Боцман и попугай,"Animation, Comedy, Family",7,Good
44179,The Day of the Triffids,"Science Fiction, Thriller, Action, Horror",5.6,Good
44180,"Lisa, Lisa","Horror, Thriller",5.1,Good
44181,Willie Dynamite,"Crime, Drama",6.3,Good
44182,Un gatto nel cervello,"Comedy, Horror",5.5,Good
44183,My Breakfast with Blassie,Comedy,5.3,Good
44184,Ed Wood: Look Back in Angora,Documentary,8.5,Very Good
44185,Donald in Mathmagic Land,"Animation, Fantasy",6.8,Good
44186,千夜一夜物語,"Animation, Drama, Fantasy",8.1,Very Good
44187,I Eat Your Skin,Horror,3.05,Bad
44188,The Tune,"Animation, Comedy, Music",6.2,Good
44189,Hair High,"Horror, Animation, Comedy",7.4,Good
44190,Hitler's Folly,"Comedy, Animation",3.4,Bad
44191,Revengeance,"Comedy, Action, Animation",8,Very Good
44192,Grim Prairie Tales,"Western, Horror",6.8,Good
44194,Deadly Weapons,"Crime, Drama",3.6,Bad
44195,William S. Burroughs: Commissioner of Sewers,Documentary,7,Good
44196,Irene,"Comedy, Romance",6.5,Good
44198,"Lumaban ka, Satanas","Horror, Action",5,Good
44199,The Velvet Underground and Nico,"Music, Documentary",7.5,Good
44201,SST: Death Flight,"Thriller, TV Movie, Drama, Action",3.5,Bad
44203,Time of the Apes,,4.3,Bad
44204,The Slime People,"Horror, Science Fiction",3.05,Bad
44207,ブラム,"Action, Animation, Drama, Horror, Science Fiction",6.7,Good
44208,Jungle Goddess,"Romance, Action, Adventure, Crime",3.05,Bad
44214,The Amazing Colossal Man,Science Fiction,4.1,Bad
44217,Ercole e la regina di Lidia,"Fantasy, Action",5.2,Good
44218,Ercole alla conquista di Atlantide,Adventure,3.9,Bad
44220,Crash of Moons,"Action, Adventure, Science Fiction",3.05,Bad
44224,Le fatiche di Ercole,"Fantasy, Adventure",5,Good
44226,Teen-Age Strangler,"Horror, Thriller",5,Good
44229,12 to the Moon,Science Fiction,3.05,Bad
44230,Girls Town,Drama,3.3,Bad
44233,Bloodlust!,"Drama, Horror, Adventure",4,Bad
44236,The Sinister Urge,"Crime, Drama, Thriller",3.05,Bad
44238,Kitten with a Whip,Thriller,6.2,Good
44240,High School Big Shot,"Crime, Drama",3.05,Bad
44243,Santo contra las mujeres vampiro,"Action, Foreign",3.2,Bad
44244,Night of the Blood Beast,"Horror, Science Fiction",3.05,Bad
44245,The Brute Man,"Drama, Horror",4.4,Bad
44246,The Thing That Couldn't Die,Horror,7.5,Good
44247,Terror from the Year 5000,Science Fiction,5.3,Good
44248,The She-Creature,"Romance, Fantasy, Horror",4.1,Bad
44249,I Was a Teenage Werewolf,"Drama, Fantasy, Horror, Science Fiction",5.2,Good
44250,Morozko,"Family, Fantasy, Comedy, Romance",6.1,Good
44251,Riding with Death,"Science Fiction, TV Movie, Action, Thriller",3.05,Bad
44254,The Horror of Party Beach,"Horror, Music",5.7,Good
44256,The Projected Man,"Horror, Science Fiction",3.05,Bad
44259,Gorgo,"Action, Science Fiction, Horror",5,Good
44260,The Final Sacrifice,"Horror, Adventure, Fantasy",3.05,Bad
44261,Shark: Rosso nell'oceano,"Action, Horror, Thriller",3.6,Bad
44263,Kill 'em All,Action,5.4,Good
44267,"Hamlet, Prinz von Dänemark","Fantasy, Drama",3.05,Bad
44268,Ein Toter hing im Netz,Horror,3.05,Bad
44269,Brides of Blood,"Horror, Science Fiction",4,Bad
44270,Kill Switch,Science Fiction,5.1,Good
44271,The Bad Batch,"Thriller, Romance, Science Fiction",5.3,Good
44272,Voir du pays,Drama,6,Good
44273,Maigrets Night at the Crossroads,"TV Movie, Crime, Mystery, Thriller",7,Good
44274,War for the Planet of the Apes,"Drama, Science Fiction, War",6.7,Good
44275,My Stepdaughter,Thriller,5,Good
44276,911 Nightmare,Thriller,3.05,Bad
44277,Vampyres,"Horror, Thriller",4.6,Bad
44278,英雄無淚,"Action, Foreign",6.8,Good
44279,Chronically Metropolitan,"Drama, Comedy",5.8,Good
44280,Sophie and the Rising Sun,Drama,6.3,Good
